226,'2019-12-14',54107674,384,30,210,33,250,0,14,1,255,NULL
227,'2019-12-14',54118643,1697,78,49,0,250,0,12,0,0,NULL
228,'2019-12-14',54118648,1697,78,97,1,250,0,17,0,0,NULL
229,'2019-12-14',54118654,384,78,210,33,250,0,12,0,72,NULL
230,'2019-12-14',54118659,1697,78,49,0,250,0,14,0,0,NULL
231,'2019-12-14',54118668,769,78,210,33,250,0,17,0,190,NULL
232,'2019-12-14',54118675,384,78,210,33,250,0,14,1,255,NULL
233,'2019-12-14',54127650,1697,78,49,0,250,0,12,0,0,NULL
234,'2019-12-14',54127656,1697,78,97,1,250,0,17,0,0,NULL
235,'2019-12-14',54127661,1697,78,49,0,250,0,14,0,0,NULL
236,'2019-12-14',54127667,384,78,210,33,250,0,12,0,71,NULL
237,'2019-12-14',54127672,769,78,210,33,250,0,17,0,190,NULL
238,'2019-12-14',54127679,384,78,210,33,250,0,14,1,254,NULL
239,'2019-12-14',54137654,1697,78,49,0,250,0,12,0,0,NULL
240,'2019-12-14',54137659,1697,78,97,1,250,0,17,0,0,NULL
241,'2019-12-14',54137664,1697,78,49,0,250,0,14,0,0,NULL
242,'2019-12-14',54137670,384,78,210,33,250,0,12,0,71,NULL
243,'2019-12-14',54137675,769,78,210,33,250,0,17,0,190,NULL
244,'2019-12-14',54137686,384,78,210,33,250,0,14,1,255,NULL
245,'2019-12-14',54138333,384,78,208,60,250,1,38,2,0,NULL
246,'2019-12-14',54148653,1697,78,49,0,250,0,12,0,0,NULL
247,'2019-12-14',54148658,1697,78,97,1,250,0,17,0,0,NULL
248,'2019-12-14',54148663,1697,78,49,0,250,0,14,0,0,NULL
249,'2019-12-14',54148670,384,30,210,33,250,0,12,0,71,NULL
250,'2019-12-14',54148675,769,30,210,33,250,0,17,0,190,NULL
251,'2019-12-14',54148681,384,30,210,33,250,0,14,1,255,NULL
252,'2019-12-14',54155767,384,30,208,60,250,1,35,12,0,NULL
253,'2019-12-14',54155784,384,30,208,60,250,1,36,19,0,NULL
254,'2019-12-14',54155799,384,30,208,60,250,1,37,16,0,NULL
255,'2019-12-14',54155818,384,30,208,60,250,1,38,2,0,NULL
256,'2019-12-14',54155836,384,30,208,60,250,0,1,0,0,NULL
257,'2019-12-14',54155851,384,30,208,60,250,1,118,6,7,NULL
258,'2019-12-14',54155867,384,30,208,60,250,1,18,11,0,NULL
259,'2019-12-14',54155885,384,30,208,60,250,1,33,5,0,NULL
260,'2019-12-14',54155901,384,30,208,60,250,1,34,14,0,NULL
261,'2019-12-14',54157659,1697,30,49,0,250,0,12,0,0,NULL
262,'2019-12-14',54157664,1697,30,97,1,250,0,17,0,0,NULL
263,'2019-12-14',54157671,1697,30,49,0,250,0,14,0,0,NULL
264,'2019-12-14',54157677,384,30,210,33,250,0,12,0,72,NULL
265,'2019-12-14',54157683,769,30,210,33,250,0,17,0,190,NULL
266,'2019-12-14',54157688,384,30,210,33,250,0,14,1,254,NULL
267,'2019-12-14',54168659,1697,30,49,0,250,0,12,0,0,NULL
268,'2019-12-14',54168664,1697,30,97,1,250,0,17,0,0,NULL
269,'2019-12-14',54168671,384,30,210,33,250,0,12,0,72,NULL
270,'2019-12-14',54168676,1697,30,49,0,250,0,14,0,0,NULL
271,'2019-12-14',54168681,769,30,210,33,250,0,17,0,190,NULL
272,'2019-12-14',54168687,384,30,210,33,250,0,14,1,255,NULL
273,'2019-12-14',54177665,1697,30,49,0,250,0,12,0,0,NULL
274,'2019-12-14',54177672,1697,30,97,1,250,0,17,0,0,NULL
275,'2019-12-14',54177677,384,30,210,33,250,0,12,0,71,NULL
276,'2019-12-14',54177682,1697,30,49,0,250,0,14,0,0,NULL
277,'2019-12-14',54177688,769,30,210,33,250,0,17,0,190,NULL
278,'2019-12-14',54177695,384,30,210,33,250,0,14,1,255,NULL
279,'2019-12-14',54188669,1697,30,49,0,250,0,12,0,0,NULL
280,'2019-12-14',54188674,1697,30,97,1,250,0,17,0,0,NULL
281,'2019-12-14',54188681,1697,30,49,0,250,0,14,0,0,NULL
282,'2019-12-14',54188686,384,30,210,33,250,0,12,0,72,NULL
283,'2019-12-14',54188691,769,30,210,33,250,0,17,0,190,NULL
284,'2019-12-14',54188697,384,30,210,33,250,0,14,1,254,NULL
285,'2019-12-14',54198384,384,30,208,60,250,1,38,3,0,NULL
286,'2019-12-14',54199669,1697,30,49,0,250,0,12,0,0,NULL
287,'2019-12-14',54199675,1697,94,97,1,250,0,17,0,0,NULL
288,'2019-12-14',54199680,1697,88,49,0,250,0,14,0,0,NULL
289,'2019-12-14',54199685,384,30,210,33,250,0,12,0,72,NULL
290,'2019-12-14',54199692,769,7,210,33,250,0,17,0,190,NULL
291,'2019-12-14',54199698,384,30,210,33,250,0,14,2,0,NULL
292,'2019-12-14',54209677,1697,30,49,0,250,0,12,0,0,NULL
293,'2019-12-14',54209682,1697,30,97,1,250,0,17,0,0,NULL
294,'2019-12-14',54209687,1697,30,49,0,250,0,14,0,0,NULL
295,'2019-12-14',54209693,384,30,210,33,250,0,12,0,72,NULL
296,'2019-12-14',54209698,769,30,210,33,250,0,17,0,190,NULL
297,'2019-12-14',54209708,384,30,210,33,250,0,14,1,254,NULL
298,'2019-12-14',54215787,384,30,208,60,250,1,33,5,0,NULL
299,'2019-12-14',54215803,384,30,208,60,250,1,34,14,0,NULL
300,'2019-12-14',54215820,384,30,208,60,250,1,35,12,0,NULL
301,'2019-12-14',54215837,384,30,208,60,250,1,36,19,0,NULL
302,'2019-12-14',54215855,384,30,208,60,250,1,37,16,0,NULL
303,'2019-12-14',54215871,384,30,208,60,250,1,38,3,0,NULL
304,'2019-12-14',54215888,384,30,208,60,250,0,1,0,0,NULL
305,'2019-12-14',54215904,384,30,208,60,250,1,118,6,7,NULL
306,'2019-12-14',54215919,384,30,208,60,250,1,18,11,0,NULL
307,'2019-12-14',54220680,1697,30,49,0,250,0,12,0,0,NULL
308,'2019-12-14',54220685,1697,30,97,1,250,0,17,0,0,NULL
309,'2019-12-14',54220691,384,30,210,33,250,0,12,0,71,NULL
310,'2019-12-14',54220696,1697,30,49,0,250,0,14,0,0,NULL
311,'2019-12-14',54220705,769,30,210,33,250,0,17,0,190,NULL
312,'2019-12-14',54220712,384,30,210,33,250,0,14,1,255,NULL
313,'2019-12-14',54231679,1697,30,49,0,250,0,12,0,0,NULL
314,'2019-12-14',54231684,1697,30,97,1,250,0,17,0,0,NULL
315,'2019-12-14',54231690,1697,30,49,0,250,0,14,0,0,NULL
316,'2019-12-14',54231697,384,30,210,33,250,0,12,0,72,NULL
317,'2019-12-14',54231702,769,30,210,33,250,0,17,0,190,NULL
318,'2019-12-14',54231707,384,30,210,33,250,0,14,1,255,NULL
